category,lef_hip_x,lef_hip_y,left_ankle_x,left_ankle_y,left_knee_x,left_knee_y,left_shoulder_x,left_shoulder_y,right_ankle_x,right_ankle_y,right_hip_x,right_hip_y,right_knee_x,right_knee_y,right_shoulder_x,right_shoulder_y
1.0,379.29095458984375,530.654296875,273.932373046875,711.53857421875,210.71717834472656,584.9195556640625,210.71717834472656,367.8584289550781,263.396484375,702.494384765625,368.755126953125,530.654296875,200.1813507080078,566.8311767578125,189.6454620361328,367.8584289550781
1.0,208.4611053466797,318.6760559082031,277.57366943359375,495.7183532714844,307.19342041015625,398.3450622558594,277.57366943359375,150.48593139648438,208.4611053466797,557.68310546875,129.4752655029297,318.6760559082031,287.44696044921875,407.1971740722656,277.57366943359375,150.48593139648438
1.0,330.0,674.79345703125,201.66668701171875,815.6553955078125,128.33331298828125,665.4027099609375,183.33331298828125,468.1958923339844,275.0,806.2646484375,330.0,665.4027099609375,128.33331298828125,646.62109375,201.66668701171875,449.4143371582031
1.0,361.52081298828125,519.9705810546875,0.0,317.15570068359375,195.41665649414062,635.8648071289062,214.95834350585938,307.49786376953125,205.1875,655.1805419921875,273.58331298828125,500.6549072265625,146.5625,529.62841796875,166.10415649414062,297.8399658203125
1.0,171.68984985351562,472.8792724609375,181.78924560546875,698.7509155273438,262.58447265625,561.2637939453125,333.2802429199219,237.18707275390625,262.58447265625,698.7509155273438,121.19284057617188,472.8792724609375,302.9820251464844,551.4432983398438,252.48504638671875,247.007568359375
1.0,339.3223876953125,419.23468017578125,295.734619140625,564.0918579101562,252.14683532714844,462.69183349609375,278.29949951171875,310.591796875,260.8643798828125,527.8775634765625,321.88726806640625,411.9918212890625,234.7117156982422,448.20611572265625,234.7117156982422,303.34893798828125
1.0,192.0,616.9826049804688,256.0,752.1228637695312,330.6666259765625,636.2883911132812,341.3333740234375,385.31378173828125,138.66668701171875,761.7756958007812,128.0,636.2883911132812,341.3333740234375,703.8584594726562,288.0,394.9666748046875
1.0,377.7060546875,453.4729309082031,277.40325927734375,739.6361083984375,215.6785430908203,520.244384765625,246.54090881347656,262.6975402832031,331.4124755859375,672.86474609375,377.7060546875,443.9342346191406,246.54090881347656,520.244384765625,184.81614685058594,253.15878295898438
1.0,405.3333740234375,372.08770751953125,330.6666259765625,531.5538940429688,245.33331298828125,407.524658203125,330.6666259765625,168.32540893554688,309.3333740234375,487.25775146484375,394.6666259765625,354.3692626953125,234.66668701171875,363.228515625,320.0,159.4661865234375
1.0,399.84765625,368.980224609375,344.02825927734375,535.89990234375,240.3636016845703,412.906494140625,336.05401611328125,158.1343994140625,320.10565185546875,518.3294067382812,383.89923095703125,342.62451171875,248.33778381347656,377.7655029296875,304.1572265625,140.56390380859375
1.0,330.6666259765625,410.7251892089844,181.33331298828125,504.8497009277344,394.6666259765625,453.5091247558594,245.33331298828125,179.69229125976562,181.33331298828125,504.8497009277344,277.3333740234375,350.8277893066406,405.3333740234375,453.5091247558594,202.66668701171875,179.69229125976562
1.0,158.07164001464844,389.1429748535156,223.69297790527344,527.8280029296875,289.31427001953125,416.8799743652344,264.706298828125,213.47525024414062,223.69297790527344,564.8106689453125,125.26097106933594,398.3886413574219,281.11163330078125,416.8799743652344,264.706298828125,250.45791625976562
1.0,386.8279724121094,461.99664306640625,270.5968322753906,720.9744262695312,208.01083374023438,529.1390991210938,252.71511840820312,250.9776611328125,333.1828308105469,682.607421875,368.9462585449219,471.58843994140625,243.77426147460938,548.3225708007812,190.12911987304688,250.9776611328125
1.0,160.0,380.9084777832031,202.66668701171875,513.783447265625,277.3333740234375,380.9084777832031,192.0,186.02505493164062,202.66668701171875,540.3585205078125,128.0,398.6251525878906,266.6666259765625,434.0585021972656,170.66668701171875,194.88339233398438
1.0,369.3431396484375,455.4581298828125,299.4674072265625,643.7821655273438,239.5739288330078,502.53912353515625,299.4674072265625,276.55035400390625,289.48516845703125,634.365966796875,349.378662109375,455.4581298828125,229.59165954589844,493.12298583984375,269.52069091796875,276.55035400390625
1.0,186.28860473632812,433.3519592285156,213.5523681640625,449.9875183105469,258.991943359375,499.8940734863281,249.90402221679688,250.36129760742188,204.46444702148438,466.6230163574219,149.93695068359375,425.0342102050781,249.90402221679688,499.8940734863281,213.5523681640625,250.36129760742188
1.0,330.6666259765625,445.95440673828125,170.66668701171875,535.1453247070312,458.6666259765625,490.54986572265625,245.33331298828125,222.97720336914062,181.33331298828125,526.2261962890625,234.66668701171875,365.6826171875,448.0,490.54986572265625,202.66668701171875,214.05810546875
1.0,146.49928283691406,320.23114013671875,188.35621643066406,435.18585205078125,261.6058349609375,287.38690185546875,240.6774139404297,131.37686157226562,198.8204803466797,492.66326904296875,125.57081604003906,328.442138671875,261.6058349609375,353.0753173828125,209.28468322753906,147.7989501953125
1.0,192.0,443.0245361328125,234.66668701171875,567.2525024414062,362.6666259765625,509.91656494140625,320.0,175.45660400390625,245.33331298828125,653.2565307617188,85.33334350585938,433.46856689453125,309.3333740234375,548.1405639648438,256.0,175.45660400390625
1.0,127.21818542480469,350.2291564941406,169.62428283691406,499.0765686035156,254.43638610839844,358.9848937988281,180.2257843017578,157.60311889648438,169.62428283691406,525.34375,106.01515197753906,367.7406311035156,254.43638610839844,402.7635192871094,169.62428283691406,166.35885620117188
1.0,117.99502563476562,412.3027038574219,197.61489868164062,575.313232421875,268.3881530761719,439.4710998535156,241.84817504882812,222.12368774414062,224.15487670898438,584.369384765625,135.68832397460938,403.2465515136719,294.9281005859375,430.4149475097656,259.5414733886719,231.17984008789062
1.0,409.66552734375,348.02215576171875,358.45733642578125,548.1348876953125,327.732421875,435.0277099609375,317.49078369140625,200.11273193359375,276.52423095703125,548.1348876953125,348.2156982421875,348.02215576171875,235.55767822265625,417.6265869140625,276.52423095703125,182.71163940429688
1.0,352.76324462890625,344.8610534667969,307.53717041015625,487.0755310058594,235.1754913330078,378.3232727050781,253.26588439941406,194.28103637695312,280.40155029296875,428.5166320800781,334.67279052734375,328.1299133300781,235.1754913330078,319.7643737792969,244.22071838378906,169.18435668945312
1.0,106.16293334960938,282.6191101074219,220.62979125976562,449.3137512207031,262.2541198730469,332.6274719238281,251.84805297851562,182.60226440429688,210.22372436523438,474.3179626464844,116.56903076171875,290.9538269042969,251.84805297851562,340.9622497558594,251.84805297851562,190.93701171875
1.0,387.8446044921875,329.9895935058594,315.420654296875,590.2015380859375,232.65040588378906,413.6291809082031,232.65040588378906,172.00375366210938,274.0355224609375,571.614990234375,325.76690673828125,320.6963195800781,201.6115264892578,404.3358459472656,211.9578399658203,181.29702758789062
1.0,409.5967102050781,384.6787414550781,368.6369934082031,619.2073974609375,337.9172668457031,474.8821105957031,327.6773986816406,231.33303833007812,296.9576110839844,601.166748046875,348.1571960449219,375.6583557128906,245.75802612304688,447.8210754394531,266.2378845214844,222.31271362304688
1.0,124.94075012207031,282.14703369140625,219.09031677246094,419.772705078125,260.9345703125,325.155029296875,250.47349548339844,178.927734375,208.62925720214844,488.58551025390625,124.94075012207031,299.35015869140625,250.47349548339844,342.35821533203125,250.47349548339844,187.52932739257812
1.0,374.92913818359375,617.9234008789062,374.92913818359375,672.7252807617188,174.5946502685547,663.5916137695312,227.31422424316406,353.04730224609375,385.4730224609375,654.4580688476562,301.12164306640625,590.5223999023438,164.0507049560547,663.5916137695312,153.50682067871094,353.04730224609375
1.0,345.5121154785156,452.1676940917969,279.6730651855469,638.2117919921875,199.203125,480.0743103027344,235.78036499023438,284.7279968261719,294.303955078125,610.30517578125,367.4584045410156,442.8654479980469,235.78036499023438,470.7720642089844,243.09579467773438,266.1236267089844
1.0,138.66668701171875,357.40618896484375,181.33331298828125,536.3858032226562,245.33331298828125,417.0660400390625,224.0,203.9951171875,170.66668701171875,536.3858032226562,117.33334350585938,357.40618896484375,245.33331298828125,417.0660400390625,224.0,203.9951171875
1.0,349.1676025390625,350.0060119628906,304.40252685546875,480.5621643066406,232.77841186523438,374.4853210449219,250.6844482421875,203.13040161132812,295.44952392578125,431.6036071777344,331.26153564453125,325.5267639160156,241.73141479492188,317.3669738769531,259.637451171875,186.81088256835938
1.0,201.25137329101562,335.96075439453125,268.5135803222656,530.46435546875,306.9490966796875,424.3714599609375,297.34027099609375,176.82144165039062,210.86026000976562,556.987548828125,133.98919677734375,344.80181884765625,287.73138427734375,433.2125244140625,278.1224365234375,176.82144165039062
1.0,181.33331298828125,367.614501953125,266.6666259765625,576.7191772460938,309.3333740234375,422.16351318359375,298.6666259765625,194.87591552734375,256.0,585.8106079101562,117.33334350585938,367.614501953125,288.0,440.3465576171875,320.0,194.87591552734375
1.0,368.6161193847656,393.382568359375,309.0809631347656,544.7227172851562,239.62332153320312,418.60589599609375,279.3133850097656,242.04241943359375,309.0809631347656,502.68377685546875,378.5386657714844,384.97479248046875,249.54583740234375,393.382568359375,299.1584777832031,233.6346435546875
1.0,180.54791259765625,411.284423828125,210.679931640625,543.204833984375,260.8999328613281,465.6046142578125,250.85592651367188,248.3239288330078,220.72393798828125,543.204833984375,140.37191772460938,403.5244140625,250.85592651367188,457.8446044921875,210.679931640625,240.5639190673828
1.0,373.9461364746094,374.2890319824219,303.1996154785156,537.8333740234375,242.55966186523438,400.1117858886719,282.9862365722656,210.7447509765625,313.3061828613281,494.7953796386719,384.0527648925781,365.6814880371094,242.55966186523438,348.4662780761719,293.0929260253906,202.13714599609375
1.0,349.6557922363281,484.8065185546875,279.5592346191406,677.9490966796875,201.67410278320312,503.2010498046875,232.82815551757812,300.8612060546875,295.1362609863281,650.3572998046875,373.0213928222656,466.4119873046875,232.82815551757812,484.8065185546875,256.1936950683594,282.4666748046875
1.0,355.924560546875,256.4052734375,273.4947204589844,446.64141845703125,224.03680419921875,314.30322265625,240.52279663085938,124.06707763671875,281.73773193359375,430.09912109375,364.16754150390625,256.4052734375,240.52279663085938,306.0321044921875,257.0087585449219,107.5247802734375
1.0,181.33331298828125,444.2419738769531,266.6666259765625,622.8013916015625,341.3333740234375,462.0978698730469,320.0,283.5384826660156,213.33331298828125,649.585205078125,128.0,444.2419738769531,298.6666259765625,479.9538269042969,277.3333740234375,274.6105041503906
1.0,384.4347839355469,431.8534851074219,269.3794860839844,700.276611328125,215.68707275390625,498.9591979980469,246.36843872070312,240.12265014648438,330.7422790527344,642.75732421875,376.7643737792969,422.2669372558594,254.038818359375,489.3726501464844,200.34634399414062,230.53610229492188
1.0,448.0,368.75,352.0,525.46875,256.0,387.1875,320.0,165.9375,373.3333740234375,525.46875,426.6666259765625,368.75,266.6666259765625,368.75,298.6666259765625,175.15625
1.0,423.48785400390625,353.68646240234375,485.46173095703125,557.05615234375,340.8560791015625,468.63458251953125,330.527099609375,194.52752685546875,299.54022216796875,557.05615234375,361.5140380859375,353.68646240234375,247.89532470703125,442.10809326171875,258.2242736816406,185.68536376953125
1.0,373.6946105957031,583.6510009765625,373.6946105957031,638.203125,171.55587768554688,629.1112060546875,224.75027465820312,319.9820861816406,384.3334045410156,620.0191650390625,309.8612976074219,556.3748779296875,192.8336181640625,574.5589599609375,150.27810668945312,319.9820861816406
1.0,394.6666259765625,312.4479064941406,256.0,553.4791259765625,224.0,383.8645935058594,192.0,133.90625,384.0,392.7916564941406,298.6666259765625,312.4479064941406,202.66668701171875,357.0833435058594,181.33331298828125,169.61459350585938
1.0,320.8333740234375,676.1494750976562,210.83331298828125,814.9738159179688,137.5,666.8945922851562,183.33331298828125,481.79547119140625,275.0,805.7189331054688,330.0,657.6395874023438,137.5,639.1296997070312,229.16665649414062,444.77569580078125
1.0,167.3211212158203,326.369873046875,221.74412536621094,420.5616455078125,267.09661865234375,310.6712646484375,258.026123046875,185.08213806152344,203.6031036376953,467.6575927734375,167.3211212158203,334.21917724609375,276.1671142578125,373.46575927734375,258.026123046875,208.63011169433594
1.0,284.32379150390625,500.0766296386719,270.454345703125,509.0065612792969,152.5640106201172,526.866455078125,221.91127014160156,276.8281555175781,263.5196533203125,482.2167663574219,249.65016174316406,473.2868347167969,145.62928771972656,526.866455078125,173.36817932128906,267.8981628417969
1.0,136.69692993164062,434.66058349609375,248.26068115234375,543.9639282226562,304.0425720214844,434.66058349609375,276.1516418457031,279.81414794921875,241.2879638671875,644.1587524414062,157.61514282226562,443.76922607421875,324.9607849121094,507.52947998046875,269.17889404296875,298.0313720703125
1.0,416.43267822265625,351.7251281738281,352.72113037109375,534.704345703125,278.39093017578125,415.7678527832031,299.62811279296875,187.04391479492188,331.48388671875,525.555419921875,395.19549560546875,351.7251281738281,267.7723388671875,388.3210144042969,320.86529541015625,187.04391479492188
1.0,157.3458709716797,393.3793640136719,220.28419494628906,590.302001953125,283.2225341796875,440.2657165527344,251.7533721923828,224.58853149414062,115.38694763183594,618.433837890625,83.91780090332031,384.0021057128906,167.83558654785156,468.3974914550781,167.83558654785156,224.58853149414062
1.0,384.0,330.1501770019531,256.0,572.54541015625,224.0,404.7333068847656,192.0,171.66098022460938,245.33331298828125,535.2537841796875,298.6666259765625,330.1501770019531,202.66668701171875,376.7646789550781,170.66668701171875,199.62966918945312
1.0,195.41665649414062,518.527587890625,254.04168701171875,661.1897583007812,302.89581298828125,547.06005859375,293.125,309.28985595703125,293.125,680.2113647460938,117.25,537.5492553710938,273.58331298828125,651.678955078125,244.27081298828125,318.8006591796875
1.0,394.6666259765625,451.3160095214844,266.6666259765625,647.6820068359375,213.33331298828125,544.82373046875,245.33331298828125,180.1439208984375,256.0,554.1744384765625,309.3333740234375,423.2637634277344,160.0,498.0698547363281,224.0,170.79318237304688
1.0,129.19314575195312,238.5174560546875,227.93264770507812,427.6864929199219,277.3023376464844,304.3153991699219,257.5544738769531,98.69686889648438,237.80661010742188,427.6864929199219,139.06710815429688,254.96694946289062,297.0502624511719,296.0906677246094,277.3023376464844,115.1463623046875
1.0,190.8560028076172,361.7189636230469,130.69215393066406,486.9531555175781,155.7604217529297,416.8219909667969,175.81504821777344,281.5690612792969,286.1153564453125,446.8782043457031,215.9242401123047,361.7189636230469,225.95155334472656,416.8219909667969,210.9105987548828,281.5690612792969
1.0,380.98162841796875,442.0491943359375,298.60723876953125,650.2826538085938,226.52963256835938,478.26373291015625,226.52963256835938,270.0302734375,247.12322998046875,614.0681762695312,339.79443359375,432.99554443359375,185.3424072265625,451.10284423828125,195.63922119140625,260.97662353515625
1.0,397.8522644042969,306.6825866699219,326.4429626464844,456.0920104980469,244.83218383789062,330.2735290527344,295.8388977050781,157.27310180664062,326.4429626464844,401.0464782714844,408.0536193847656,306.6825866699219,255.03350830078125,283.0916442871094,306.0402526855469,149.40945434570312
1.0,122.8721923828125,353.6514892578125,185.9739990234375,459.311767578125,270.1097412109375,329.268310546875,207.0079345703125,199.22488403320312,196.490966796875,508.078125,122.8721923828125,361.7791748046875,270.1097412109375,386.162353515625,228.0418701171875,207.35260009765625
1.0,426.6666259765625,377.0691223144531,352.0,534.9119873046875,256.0,412.1452941894531,341.3333740234375,192.91909790039062,352.0,499.8358459472656,426.6666259765625,359.5310363769531,256.0,368.3000793457031,320.0,175.38101196289062
1.0,375.1180114746094,439.45556640625,281.3384704589844,585.4085693359375,250.07864379882812,504.3236083984375,302.1783752441406,261.06842041015625,281.3384704589844,585.4085693359375,354.2780456542969,431.3470458984375,270.9185485839844,520.54052734375,270.9185485839844,252.95989990234375
1.0,117.33334350585938,502.3392028808594,288.0,549.204345703125,298.6666259765625,558.577392578125,298.6666259765625,296.1324157714844,245.33331298828125,661.6807861328125,117.33334350585938,511.7122497558594,309.3333740234375,549.204345703125,298.6666259765625,305.5054626464844
1.0,196.18359375,422.8800048828125,224.60098266601562,569.1885986328125,281.4356689453125,453.68182373046875,262.4907531738281,307.37322998046875,215.12850952148438,584.5895385742188,167.7662353515625,430.58050537109375,262.4907531738281,469.08270263671875,234.07339477539062,315.07366943359375
1.0,117.33334350585938,533.8983154296875,288.0,580.3742065429688,298.6666259765625,589.6693725585938,298.6666259765625,329.404296875,256.0,691.9163818359375,117.33334350585938,543.1934814453125,309.3333740234375,580.3742065429688,298.6666259765625,347.99462890625
1.0,343.166015625,397.7633056640625,298.5240478515625,559.4536743164062,253.8822021484375,443.9605712890625,280.6673278808594,282.27020263671875,280.6673278808594,520.9559936523438,316.380859375,390.06378173828125,236.02542114257812,428.56146240234375,236.02542114257812,266.87109375
1.0,359.76849365234375,256.71875,281.87939453125,455.46875,223.4626007080078,306.40625,233.19874572753906,115.9375,272.143310546875,438.90625,369.504638671875,256.71875,223.4626007080078,314.6875,242.9348907470703,107.65625
1.0,146.62261962890625,515.714599609375,219.4981689453125,690.7408447265625,270.5110168457031,559.4710693359375,270.5110168457031,323.1856384277344,234.0732421875,725.74609375,146.62261962890625,524.4658203125,306.94879150390625,541.968505859375,277.798583984375,331.9369812011719
1.0,159.89862060546875,366.55841064453125,202.53823852539062,506.19970703125,255.8377685546875,384.0135498046875,191.87832641601562,183.27920532226562,191.87832641601562,541.1100463867188,117.25897216796875,401.46875,255.8377685546875,436.3790283203125,170.55853271484375,192.00677490234375
1.0,116.01388549804688,473.3038330078125,178.53802490234375,669.5132446289062,241.0621337890625,541.5505981445312,209.800048828125,302.68701171875,178.53802490234375,669.5132446289062,126.4345703125,473.3038330078125,251.48281860351562,533.019775390625,199.37939453125,294.15618896484375
1.0,116.29910278320312,304.84686279296875,179.73495483398438,406.46246337890625,264.3161315917969,273.58050537109375,200.88027954101562,148.51512145996094,179.73495483398438,461.1785888671875,105.72647094726562,312.6634521484375,264.3161315917969,328.296630859375,211.45291137695312,156.3317108154297
1.0,370.46343994140625,436.5621337890625,298.42889404296875,642.5184326171875,236.68499755859375,483.370361328125,298.42889404296875,249.3291015625,288.13824462890625,633.1568603515625,349.88214111328125,436.5621337890625,226.39434814453125,492.7320556640625,277.84759521484375,249.3291015625
1.0,134.43600463867188,240.15625,236.4803466796875,438.90625,277.29803466796875,306.40625,256.8891906738281,91.09375,236.4803466796875,438.90625,144.64044189453125,248.4375,297.7069091796875,298.125,277.29803466796875,107.65625
1.0,361.33392333984375,426.75079345703125,283.5736083984375,614.0716552734375,223.09332275390625,445.48291015625,240.3734130859375,258.1619873046875,309.49371337890625,595.339599609375,369.97393798828125,426.75079345703125,257.6534729003906,454.84893798828125,274.93353271484375,239.429931640625
1.0,336.2718811035156,366.82330322265625,293.76446533203125,534.3165893554688,251.25704956054688,414.67852783203125,276.7615051269531,247.1851348876953,268.260009765625,494.437255859375,310.7674255371094,358.84735107421875,234.25408935546875,398.72674560546875,234.25408935546875,231.23338317871094
1.0,181.33331298828125,366.6449279785156,266.6666259765625,566.69873046875,309.3333740234375,418.8329162597656,298.6666259765625,201.38314819335938,245.33331298828125,566.69873046875,117.33334350585938,357.9469299316406,288.0,436.2289123535156,320.0,201.38314819335938
1.0,136.90194702148438,364.9040222167969,188.9989013671875,462.7518615722656,272.35400390625,332.2880554199219,230.67645263671875,201.82418823242188,199.41827392578125,519.829833984375,126.4825439453125,364.9040222167969,272.35400390625,397.5199890136719,220.257080078125,209.97817993164062
1.0,342.72369384765625,434.44073486328125,232.2856903076172,614.1002197265625,177.06666564941406,510.08685302734375,240.1741180419922,264.23712158203125,271.72784423828125,566.8214111328125,342.72369384765625,415.52923583984375,184.9551239013672,434.44073486328125,208.6204071044922,235.86981201171875
1.0,387.65069580078125,477.3524169921875,324.7884521484375,682.194091796875,261.9261474609375,548.6016845703125,303.8343505859375,299.2291259765625,314.3114013671875,682.194091796875,398.1278076171875,486.258544921875,261.9261474609375,557.5078125,303.8343505859375,308.13531494140625
1.0,361.52081298828125,519.9512939453125,185.64584350585938,695.4742431640625,195.41665649414062,646.7178955078125,224.72915649414062,295.6718444824219,205.1875,656.4691162109375,283.35418701171875,500.4486999511719,156.33334350585938,539.453857421875,156.33334350585938,276.1692810058594
1.0,194.3966064453125,421.65911865234375,265.174072265625,589.25927734375,335.9515380859375,430.480224609375,325.8404541015625,271.70111083984375,224.72979736328125,615.7224731445312,143.84127807617188,421.65911865234375,295.50726318359375,448.122314453125,275.28509521484375,262.88006591796875
1.0,110.99725341796875,299.2695007324219,227.07699584960938,432.6347351074219,258.735107421875,340.9461364746094,248.18240356445312,190.91024780273438,205.97158813476562,490.9820251464844,121.54995727539062,315.9401550292969,248.18240356445312,357.6167907714844,258.735107421875,207.58090209960938
